"loan_type_name","property_type_name","loan_purpose_name","owner_occupancy_name","loan_amount_000s","action_taken_name","applicant_ethnicity_name","applicant_race_name_1","applicant_sex_name","applicant_income_000s","lien_status_name","population","minority_population","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units","co_applicant"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",150,"0","Not Hispanic or Latino","White","Female",109,"Secured by a first lien",2442,21.9500007629395,126.199996948242,666,1134,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",221,"1","Not Hispanic or Latino","Native Hawaiian or Other Pacific Islander","Male",55,"Secured by a first lien",3298,9.36999988555908,86.9300003051758,1515,2087,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",158,"1","Not Hispanic or Latino","White","Female",49,"Secured by a first lien",2844,12.5500001907349,156.619995117188,898,1116,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",199,"0","Not Hispanic or Latino","White","Male",90,"Secured by a first lien",3360,44.939998626709,93.2399978637695,863,1258,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",96,"0","Not Hispanic or Latino","Black or African American","Female",32,"Secured by a first lien",4820,95.9499969482422,33.5,455,1290,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",255,"1","Not Hispanic or Latino","White","Male",144,"Secured by a first lien",2181,25.0799999237061,140.940002441406,451,1000,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",240,"1","Not Hispanic or Latino","White","Male",36,"Secured by a first lien",3656,26.1200008392334,94.8099975585938,893,1319,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",514,"1","Not Hispanic or Latino","White","Male",203,"Secured by a first lien",1547,43.2400016784668,110.419998168945,161,205,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",150,"0","Not Hispanic or Latino","Black or African American","Male",64,"Secured by a first lien",2546,25.5699996948242,132.539993286133,517,1033,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",224,"1","Not Hispanic or Latino","White","Male",74,"Secured by a first lien",4313,21.4500007629395,100.290000915527,1311,1858,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",77,"1","Not Hispanic or Latino","Asian","Female",41,"Secured by a first lien",3588,68.3399963378906,59.0699996948242,405,1308,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",289,"1","Hispanic or Latino","White","Male",59,"Secured by a first lien",6645,49.4700012207031,86.0199966430664,1196,1699,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",300,"0","Not Hispanic or Latino","White","Male",172,"Secured by a first lien",3167,22.3199996948242,98.5,1165,1379,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",444,"1","Not Hispanic or Latino","White","Male",98,"Secured by a first lien",3167,22.3199996948242,98.5,1165,1379,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",218,"1","Not Hispanic or Latino","White","Male",136,"Secured by a first lien",3204,36.2000007629395,120.559997558594,639,1100,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",225,"0","Not Hispanic or Latino","White","Male",130,"Secured by a first lien",3819,30.1599998474121,114.459999084473,1444,1863,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",987,"1","Not Hispanic or Latino","White","Male",445,"Secured by a first lien",1173,5.71000003814697,197.100006103516,420,1630,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",183,"0","Not Hispanic or Latino","White","Male",210,"Secured by a first lien",6353,31.4500007629395,160.839996337891,1505,2298,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",249,"1","Not Hispanic or Latino","White","Male",93,"Secured by a first lien",6271,61.25,118.279998779297,1118,1969,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",300,"0","Not Hispanic or Latino","White","Male",33,"Secured by a first lien",3819,30.1599998474121,114.459999084473,1444,1863,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",206,"1","Not Hispanic or Latino","White","Male",91,"Secured by a first lien",7407,72.5100021362305,98.2200012207031,1726,2360,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",460,"0","Not Hispanic or Latino","Black or African American","Male",68,"Secured by a first lien",5370,57.1300010681152,173.600006103516,1226,1947,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",248,"0","Not Hispanic or Latino","White","Male",116,"Secured by a first lien",8920,26.0300006866455,124.400001525879,2844,3975,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",248,"1","Not Hispanic or Latino","White","Female",85,"Secured by a first lien",5243,45.9099998474121,63.2099990844727,506,1814,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",605,"0","Not Hispanic or Latino","White","Male",16,"Secured by a first lien",2459,29.8500003814697,210.440002441406,795,908,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",170,"0","Hispanic or Latino","White","Male",59,"Secured by a first lien",10078,19.9200000762939,103.099998474121,2874,4247,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",160,"1","Hispanic or Latino","White","Male",52,"Secured by a first lien",4595,42.1800003051758,89.9400024414062,921,1420,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",120,"0","Not Hispanic or Latino","White","Male",138,"Secured by a first lien",4122,69.1399993896484,112.889999389648,996,1297,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",284,"0","Not Hispanic or Latino","Black or African American","Female",76,"Secured by a first lien",5110,42.7599983215332,143.350006103516,1128,1495,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",254,"1","Not Hispanic or Latino","White","Male",99,"Secured by a first lien",4534,43.4700012207031,91.0199966430664,759,1439,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",195,"1","Not Hispanic or Latino","White","Male",92,"Secured by a first lien",3149,23.3400001525879,108.75,1005,1324,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",97,"1","Not Hispanic or Latino","White","Female",70,"Secured by a first lien",5470,61.939998626709,65.9000015258789,814,1475,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",218,"1","Not Hispanic or Latino","White","Female",63,"Secured by a first lien",1780,30.8999996185303,121.879997253418,496,669,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",250,"1","Not Hispanic or Latino","White","Male",111,"Secured by a first lien",2138,27.8799991607666,212.550003051758,606,872,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",94,"1","Not Hispanic or Latino","Asian","Male",125,"Secured by a first lien",3996,50.3499984741211,95.629997253418,916,1545,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",204,"1","Hispanic or Latino","White","Male",36,"Secured by a first lien",6489,53.9500007629395,135.600006103516,1028,2368,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",137,"0","Hispanic or Latino","White","Male",64,"Secured by a first lien",5166,47.2700004577637,103.650001525879,758,1143,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",172,"0","Not Hispanic or Latino","White","Female",78,"Secured by a first lien",4584,14.8100004196167,142.419998168945,1413,1838,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",280,"1","Not Hispanic or Latino","Asian","Female",103,"Secured by a first lien",4442,42.1199989318848,112.459999084473,1014,1551,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",180,"0","Not Hispanic or Latino","White","Male",58,"Secured by a first lien",1780,30.8999996185303,121.879997253418,496,669,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",156,"1","Not Hispanic or Latino","White","Female",52,"Secured by a first lien",4299,65.9199981689453,122.690002441406,1238,1845,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",370,"1","Not Hispanic or Latino","White","Female",141,"Secured by a first lien",5636,26.0100002288818,81.4899978637695,1328,2156,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",160,"0","Not Hispanic or Latino","White","Male",37,"Secured by a first lien",2207,24.2900009155273,107.699996948242,610,918,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",195,"1","Not Hispanic or Latino","White","Male",101,"Secured by a first lien",2333,32.6599998474121,112.300003051758,641,816,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",255,"0","Not Hispanic or Latino","White","Male",93,"Secured by a first lien",3819,30.1599998474121,114.459999084473,1444,1863,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",167,"1","Hispanic or Latino","Asian","Male",80,"Secured by a first lien",5438,52.9599990844727,90.6100006103516,853,1443,"no"
